<doc id="fb_17830814_MathiasM" delinquent_sexes="male" title="Todesurteil Mathias M." attrs="word lemma pos vocab id">
<head>
Jnnhalt	Inhalt	NN	Duden	tu_125_xTok_000117
unanimia	unanimis	FM	G-LDHW	tu_125_xTok_001176
dahin	dahin	PAV	Duden	tu_125_xTok_001178
erschöpfet	erschöpfen	VVPP	Duden	tu_125_xTok_001180
werden	werden	VAINF	Duden	tu_125_xTok_001183
<g/>
,
daß	dass	KOUS	Duden	tu_125_xTok_001186
nach	nach	APPR	Duden	tu_125_xTok_001188
den	d	ART	Duden	tu_125_xTok_001190
30ten	30	ADJA		tu_125_xTok_001192
Theresianischen	theresianisch	ADJA	Duden	tu_125_xTok_001195
Kriegs=	Kriegsartikel	TRUNC	DWB	tu_125_xTok_001196
und	und	KON	Duden	tu_125_xTok_001198
90	90	ADJA		tu_125_xTok_001200
und	und	KON	Duden	tu_125_xTok_001202
94ten	94	ADJA		tu_125_xTok_001204
Theresianischen	theresianisch	ADJA	Duden	tu_125_xTok_001207
peinlichen	peinlich	ADJA	Duden	tu_125_xTok_001209
Artikel	Artikel	NN	Duden	tu_125_xTok_001210
<g/>
,
er	er	PPER	Duden	tu_125_xTok_001213
Delinquent	Delinquent	NN	Duden	tu_125_xTok_001215
mit	mit	APPR	Duden	tu_125_xTok_001217
dem	d	ART	Duden	tu_125_xTok_001219
Rad	Rad	NN	Duden	tu_125_xTok_001221
von	von	APPR	Duden	tu_125_xTok_001223
oben	oben	ADV	Duden	tu_125_xTok_001225
herab	herab	ADV	Duden	tu_125_xTok_001227
hingerichtet	hinrichten	VVPP	Duden	tu_125_xTok_001228
<g/>
,
sein	sein	PPOSAT	Duden	tu_125_xTok_001231
Körper	Körper	NN	Duden	tu_125_xTok_001233
in	in	APPR	Duden	tu_125_xTok_001235
das	d	ART	Duden	tu_125_xTok_001237
Rad	Rad	NN	Duden	tu_125_xTok_001239
geflochten	flechten	VVPP	Duden	tu_125_xTok_001241
<g/>
,
und	und	KON	Duden	tu_125_xTok_001244
darüber	darüber	PAV	Duden	tu_125_xTok_001245
ein	ein	ART	Duden	tu_125_xTok_001247
Galgen	Galgen	NN	Duden	tu_125_xTok_001249
mit	mit	APPR	Duden	tu_125_xTok_001251
herab hangendem	herabhängen	ADJA		tu_125_xTok_001253
Strang	Strang	NN	Duden	tu_125_xTok_001257
aufgeführet	aufführen	VVPP	Duden	tu_125_xTok_001259
werden	werden	VAINF	Duden	tu_125_xTok_001262
solle	sollen	VMFIN	Duden	tu_125_xTok_001264
<g/>
.
</p>
<p id="fb_17830814_MathiasM_p_0003">
Obstehender	obstehen	ADJA	DWB	tu_125_xTok_001266
Delinquent	Delinquent	NN	Duden	tu_125_xTok_001268
wird	werden	VAFIN	Duden	tu_125_xTok_001270
dahin	dahin	PAV	Duden	tu_125_xTok_001272
begnädiget	begnadigen	VVPP	Duden	tu_125_xTok_001274
<g/>
,
daß	dass	KOUS	Duden	tu_125_xTok_001276
er	er	PPER	Duden	tu_125_xTok_001278
erschossen	erschießen	VVPP	Duden	tu_125_xTok_001280
werden	werden	VAINF	Duden	tu_125_xTok_001282
solle	sollen	VMFIN	Duden	tu_125_xTok_001284
<g/>
.
</p>
</doc>
